isbn;title;pages;category;author;publisher
0385497520;The Child In Time;263;Fiction;ian mcewan;Anchor Books/Doubleday
0452280362;Dreaming Southern;263;Fiction;linda bruckheimer;Plume Books
1400060052;Lucia, Lucia;263;Fiction;adriana trigiani;Random House
0452272734;Some Girls;263;Fiction;kristin mccloy;Plume Books
0312858787;Gun, With Occasional Music;262;Fiction;jonathan lethem;Tor Books
0310252172;Rumors Of Another World;262;Religion;philip yancey;Zondervan Publishing Company
0345333810;No Word From Winifred;262;Fiction;amanda cross;Fawcett
0441009239;Living Dead In Dallas;262;Fiction;charlaine harris;Ace Books
0226143163;The Work Of Mourning;262;Philosophy;pascale-anne brault;University Of Chicago Press
043912042X;Esperanza Rising;262;Juvenile Fiction;pam munoz ryan;Scholastic Paperbacks
0802140149;I, Lucifer;262;Fiction;glen duncan;Grove Press
0915145626;Heidegger And The Problem Of Knowledge;261;Philosophy;charles b. guignon;Hackett Pub Co
0393004597;The Stoic Philosophy Of Seneca;261;Philosophy;lucius annaeus seneca;W. W. Norton  Company
0872200337;Aristotle: Poetics;261;Philosophy;aristotle;Hackett Pub Co
0763618292;Witch Child;261;Juvenile Fiction;celia rees;Candlewick Press (Ma)
0425157180;The Choir;261;Fiction;joanna trollope;Berkley Publishing Group
0156439611;"If On A Winter'S Night A Traveler";260;Fiction;italo calvino;Harvest Books
0876042981;Aron Abrahamsen;260;Philosophy;aron abrahamsen;A.R.E. Press (Association Of Research  Enlig
0876042981;Aron Abrahamsen;260;Philosophy;don magary;A.R.E. Press (Association Of Research  Enlig
0441008534;Dead Until Dark;260;Fiction;charlaine harris;Ace Books
037570731X;"The Ladies' Man";260;Fiction;elinor lipman;Vintage Books
0425194345;Photo Finished;260;Fiction;laura childs;Berkley Publishing Group
0786867647;Lucky Man;260;Autobiography;michael j. fox;Hyperion
0786867647;Lucky Man;260;Biography;michael j. fox;Hyperion
031224357X;Online!;260;Computer Network Resources;andrew harnack;Bedford Books
0743235355;Jarhead;260;Autobiography;anthony swofford;Scribner
0743235355;Jarhead;260;Biography;anthony swofford;Scribner
0618231617;Almost;260;Fiction;elizabeth benedict;Mariner Books
0789723700;The Art & Science Of Web Design;259;Computers;jeffrey veen;Pearson Education
0679740678;The Man In The High Castle;259;Fiction;philip k. dick;Vintage
0262200600;Cellular Automata Machines;259;Computers;tommaso toffoli;The Mit Press
0262200600;Cellular Automata Machines;259;Computers;norman margolus;The Mit Press
023107901X;Conserving Natural Value;259;Philosophy;holmes rolston;Columbia University Press
0131649973;Introduction To Logic;259;Philosophy;howard pospesel;Prentice Hall
0316890804;All The Finest Girls;259;Fiction;alexandra styron;Little Brown And Company
0449131793;Barrier Island;259;Fiction;john d. macdonald;Fawcett Books
0672317028;Sams Teach Yourself Microsoft Windows 2000 Professional In 10 Minutes;258;Computers;jane calabria;Sams
0672321289;Sams Teach Yourself Sql In 10 Minutes;258;Computers;ben forta;Pearson Education
0679767800;The Stars My Destination;258;Fiction;alfred bester;Vintage Books Usa
0679767800;The Stars My Destination;258;Fiction;alex eisenstein;Vintage Books Usa
0441010512;Club Dead;258;Fiction;charlaine harris;Ace Books
0449006581;Brothel;258;Psychology;alexa albert;Ballantine Books
157586326X;Things A Computer Scientist Rarely Talks About;257;Computers;donald ervin knuth;University Of Chicago Press
0156008661;"Ladies' Night At Finbar'S Hotel";257;Fiction;clare boylan;Harcourt
1400060222;"Getting Mother'S Body";257;Fiction;suzan-lori parks;Random House
0449150178;The Labor Day Murder;257;Fiction;lee harris;Fawcett Books
155860622X;Data On The Web;257;Computers;peter buneman;Morgan Kaufmann
0060521848;Angus, Thongs And Full-Frontal Snogging (Rack);256;Juvenile Fiction;louise rennison;Avon
0451523776;Walden And On The Duty Of Civil Disobedience;256;American;henry david thoreau;Signet Classics
0451523776;Walden And On The Duty Of Civil Disobedience;256;Authors;henry david thoreau;Signet Classics
0060530421;The Lady, The Chef, And The Courtesan;256;Fiction;marisol;Rayo
0786885971;"Don'T Sweat The Small Stuff For Teens";256;Relationships;richard carlson;Hyperion Press
0786885971;"Don'T Sweat The Small Stuff For Teens";256;Family;richard carlson;Hyperion Press
0316911488;Gossip Girl #2: You Know You Love Me;256;Young Adult Fiction;cecily von ziegesar;Little, Brown
068482440X;Beachcombing For A Shipwrecked God;256;Fiction;joe coomer;Touchstone
0345368436;"Douglas Adams'S Starship Titanic";256;Fiction;terry jones;Ballantine Books
0373245084;"The Cowboy'S Christmas Miracle";256;Fiction;anne mcallister;Silhouette
0782116566;Mosaic Access To The Internet;256;Computers;daniel a. tauber;Sybex Inc
0671769669;Teaching Your Children Values;256;Relationships;linda eyre;Fireside
0671769669;Teaching Your Children Values;256;Family;linda eyre;Fireside
0743257499;Civilization And Its Enemies;256;Philosophy;lee harris;Free Press
0060175966;The Professor And The Madman;256;Autobiography;simon winchester;Harpercollins Publishers
0060175966;The Professor And The Madman;256;Biography;simon winchester;Harpercollins Publishers
0758205686;Ghosts Of Boyfriends Past;256;Fiction;carly alexander;Strapless
0060638966;When Boundaries Betray Us;256;Philosophy;carter heyward;Harpercollins
0064470598;Jacob Have I Loved (Rack);256;Juvenile Fiction;katherine paterson;Harpertrophy
068485614X;"Esperanza'S Box Of Saints";256;Fiction;maria amparo escandon;Touchstone
0060937289;Poetry, Language, Thought;256;Philosophy;martin heidegger;Perennial
0060988096;Adventures In A Tv Nation;256;Humor;michael moore;Perennial
0060988096;Adventures In A Tv Nation;256;Humor;kathleen glynn;Perennial
1571430148;I Should Have Stayed Home;256;Humor;roger rapoport;Book Passage Press
0534533930;Invitation To Philosophy;256;Philosophy;stanley m. honer;Wadsworth Publishing Company
0534533930;Invitation To Philosophy;256;Philosophy;dennis l. okholm;Wadsworth Publishing Company
0380713802;Neither Here Nor There:;256;Travel;bill bryson;Perennial
0373272847;The Impossible Alliance;256;Fiction;candace irvin;Harlequin
0060569662;Autobiography Of A Face;256;Autobiography;lucy grealy;Perennial
0060569662;Autobiography Of A Face;256;Biography;lucy grealy;Perennial
0373226985;Heir To Secret Memories;256;Fiction;mallory kane;Harlequin
0312968973;Canapes For The Kitties;256;Fiction;marian babson;"St. Martin'S Paperbacks"
1564145549;Hollywood Urban Legends;256;Performing Arts;richard roeper;New Page Books
8807102005;"L'Enigma Dell'Esistenza";256;Philosophy;sergio moravia;Feltrinelli
0425184323;Never Nosh A Matzo Ball;256;Fiction;sharon kahn;Berkley Publishing Group
0380725576;Charms For Easy Life T;256;Fiction;kaye gibbons;Perennial
0786885912;The Lobster Chronicles;256;Autobiography;linda greenlaw;Hyperion
0786885912;The Lobster Chronicles;256;Biography;linda greenlaw;Hyperion
1400000408;Despistes Y Franquezas;256;Fiction;mario benedetti;Sudamericana
0373872135;Blessings Of The Heart;256;Fiction;valerie hansen;Steeple Hill
037322687X;Premeditated Marriage;256;Fiction;b. j. daniels;Harlequin
0375702709;A Lesson Before Dying;256;Fiction;ernest j. gaines;Vintage Books Usa
0373244770;The Royal Macallister;256;Fiction;joan elliott pickart;Silhouette
0465014232;The Mysterious Flame;256;Philosophy;colin mcginn;Basic Books
078686351X;Dirty Jokes And Beer;256;Autobiography;drew carey;Hyperion Books
078686351X;Dirty Jokes And Beer;256;Biography;drew carey;Hyperion Books
0373245319;Conflict Of Interest;256;Fiction;gina wilkins;Harlequin
0373272715;One Of These Nights;256;Fiction;justine davis;Silhouette
0373272308;Her Lord Protector;256;Fiction;eileen wilks;Silhouette
0590448188;Invincible Louisa;256;Juvenile Nonfiction;cornelia meigs;Scholastic Paperbacks
0380724081;Men And The Girls;256;Fiction;joanna trollope;Perennial
0373872038;Her Perfect Match;256;Fiction;kate welsh;Steeple Hill
1580620477;Small Miracles Ii;256;Religion;yitta halberstam;Adams Media Corporation
067169507X;Seat Of The Soul;256;Body;gary zukav;Free Press
067169507X;Seat Of The Soul;256;Spirit;gary zukav;Free Press
067169507X;Seat Of The Soul;256;Mind;gary zukav;Free Press
0375505997;The Truth Is ...;256;Autobiography;melissa etheridge;Villard Books
0375505997;The Truth Is ...;256;Biography;melissa etheridge;Villard Books
0375505997;The Truth Is ...;256;Autobiography;laura morton;Villard Books
0375505997;The Truth Is ...;256;Biography;laura morton;Villard Books
0812572122;A Stir Of Echoes;256;Fiction;richard matheson;Tor Books
0345445856;Milk Glass Moon;256;Fiction;adriana trigiani;Ballantine Books
068482681X;Six Great Ideas;256;Philosophy;mortimer j. adler;Touchstone
067165604X;Ethan Of Athos;256;Fiction;bujold;Baen Books
0312310064;Plane Insanity;256;Autobiography;elliott hester;"St. Martin'S Press"
0312310064;Plane Insanity;256;Biography;elliott hester;"St. Martin'S Press"
0380795981;Killer Wedding;256;Fiction;jerrilyn farmer;Avon
0061056014;Cat Under Fire;256;Fiction;shirley rousseau murphy;Avon
0689716230;"Dragon'S Milk";256;Juvenile Fiction;fletcher;Aladdin
0380791412;"Annie'S Baby";256;Juvenile Fiction;beatrice sparks;Avon
080213825X;Four Blondes;256;Fiction;candace bushnell;Grove Press
0380817187;Dim Sum Dead;256;Fiction;jerrilyn farmer;Avon
0060097825;"Zoya'S Story";256;Autobiography;john follain;William Morrow
0060097825;"Zoya'S Story";256;Biography;john follain;William Morrow
0060097825;"Zoya'S Story";256;Autobiography;rita cristofari;William Morrow
0060097825;"Zoya'S Story";256;Biography;rita cristofari;William Morrow
0141002166;Blue Ridge;256;Fiction;t. r. pearson;Penguin Books
0671008978;Timepiece;256;Fiction;richard paul evans;Pocket
0671726528;Kon-Tiki;256;Autobiography;thor heyerdahl;Pocket
0671726528;Kon-Tiki;256;Biography;thor heyerdahl;Pocket
0812516826;Catnap;256;Fiction;carole nelson douglas;Forge Books
0767901592;Eat Me;256;Fiction;linda jaivin;Broadway
0553213180;Anne;256;Canadian Literature;lucy maud montgomery;Bantam Classics
0300083289;Introduction To Metaphysics;255;Philosophy;martin heidegger;Yale University Press
0140124039;Lives On The Boundary;255;Education;mike rose;Penguin Books
0375420827;The Art Of Travel;255;Travel;alain de botton;Pantheon
0684853027;Run Catch Kiss;255;Fiction;amy sohn;Simon  Schuster
0670876623;The Rest Of Us;255;Disciplines;jacquelyn mitchard;Viking Books
0670876623;The Rest Of Us;255;Language Arts;jacquelyn mitchard;Viking Books
0861711238;Sleeping, Dreaming, And Dying;254;Philosophy;jerome engel;Wisdom Publications
0131496425;Sun Performance And Tuning;254;Solaris (Computer File);adrian cockcroft;Prentice Hall
1562763482;How To Use The Internet;254;Computer Networks;marietta tretter;Macmillan Computer Pub
0195115511;Religion And Science;254;Philosophy;bertrand russell;Oxford University Press
0671658174;The Kobayashi Maru;254;Juvenile Fiction;julia ecklar;Star Trek
0446312215;Cover Her Face;254;Fiction;p. d. james;Warner Books (Mm)
1573225541;Going Down;254;Fiction;jennifer belle;Riverhead Books
3442545544;Mein Deutsches Dschungelbuch;253;German Essays;wladimir kaminer;Goldmann
1568847114;60 Minute Guide To Java;253;Computers;mark gaither;Wiley Publishing
037570485X;The Inn At Lake Devine;253;Fiction;elinor lipman;Random House
0937175226;Termcap And Terminfo;253;Computers;john strang;"O'Reilly"
0937175226;Termcap And Terminfo;253;Computers;linda mui;"O'Reilly"
0937175226;Termcap And Terminfo;253;Computers;"tim o'reilly";"O'Reilly"
189957901X;What Is The Dharma?;253;Philosophy;sangharakshita (bhikshu);Windhorse Publications
0399134883;A Life On The Road;253;Social Science;charles kuralt;Putnam Pub Group
0070212147;Modern Epistemology;252;Philosophy;alec fisher;Mcgraw-Hill Humanities/Social Sciences/Languages
0486417670;Time And Free Will;252;Philosophy;frank lubecki pogson;Dover Publications
0373871805;Silver Lining;252;Fiction;kate welsh;Steeple Hill
0875420036;True Magick;252;Body;amber k;Llewellyn Publications
0875420036;True Magick;252;Spirit;amber k;Llewellyn Publications
0875420036;True Magick;252;Mind;amber k;Llewellyn Publications
0671897071;Girl;252;Juvenile Fiction;blake nelson;Touchstone
0060915153;Why Do Clocks Run Clockwise? And Other Imponderables;251;Curiosities And Wonders;david feldman;Perennial
0451209710;The Dewey Decimal System Of Love;251;Fiction;josephine carr;New American Library
0415074088;Fifty Key Contemporary Thinkers;251;Philosophy;john lechte;Routledge
0373226772;When Lightning Strikes;251;Fiction;aimée thurlo;Harlequin
0520089863;Alternative Modernity;251;Philosophy;andrew feenberg;University Of California Press
037322561X;Her Private Bodyguard;251;Fiction;gayle wilson;Harlequin
0373271875;Brand-New Heartache;251;Fiction;maggie shayne;Silhouette
0860917886;I, Rigoberta Menchú;251;Autobiography;rigoberta menchú tum;Verso
0860917886;I, Rigoberta Menchú;251;Biography;rigoberta menchú tum;Verso
0860917886;I, Rigoberta Menchú;251;Autobiography;rigoberta menchú;Verso
0860917886;I, Rigoberta Menchú;251;Biography;rigoberta menchú;Verso
0373227388;Bodyguard /Husband;251;Fiction;mallory kane;Harlequin
0394758439;Cultural Literacy;251;Education;joseph f. kett;Vintage Books Usa
037387216X;Promise Forever;251;Fiction;marta perry;Steeple Hill
0373226136;"Someone'S Baby";251;Fiction;dani sinclair;Harlequin
0590554093;"Tris'S Book";251;Juvenile Fiction;tamora pierce;Scholastic
0373790937;Working It;251;Fiction;cathy yardley;Harlequin
0373250614;"Lisa Maria'S Guide For The Perplexed";250;Fiction;susan hubbard;Red Dress Ink
0373245386;Faith, Hope And Family;250;Fiction;gina wilkins;Silhouette
0373225709;Familiar Obsession;250;Fiction;caroline burnes;Harlequin
0373272839;Letters To Kelly;250;Fiction;suzanne brockmann;Silhouette
037322365X;No Ordinary Man;250;Fiction;suzanne brockmann;Harlequin
0373871791;"Hunter'S Bride";250;Fiction;marta perry;Steeple Hill
0373250231;Spanish Disco;250;Fiction;erica orloff;Red Dress Ink
0373613687;Enemy Mind;250;Fiction;maggie shayne;Silhouette
0425164349;Timequake;250;Fiction;kurt vonnegut;Berkley Publishing Group
0373790554;Take Me;250;Fiction;cherry adair;Harlequin
0782129137;The Art Of Cartooning With Flash;249;Computers;john kuramoto;Sybex Books
0782129137;The Art Of Cartooning With Flash;249;Computers;daniel gray;Sybex Books
3423032294;Dtv-Atlas Zur Philosophie;249;Geschichte;franz wiedmann;Deutscher Taschenbuch Verlag
3423032294;Dtv-Atlas Zur Philosophie;249;Philosophie;franz wiedmann;Deutscher Taschenbuch Verlag
0446532231;"Dude, Where'S My Country?";249;Humor;michael moore;Warner Books
1561706213;Adventures Of A Psychic;249;Autobiography;antoinette may;Hay House
1561706213;Adventures Of A Psychic;249;Biography;antoinette may;Hay House
037322608X;To Protect Their Child;249;Fiction;sheryl lynn;Harlequin
0373225962;Tall, Dark And Wanted;249;Fiction;morgan hayes;Harlequin
0373226063;Bayou Blood Brothers;249;Fiction;rebecca york;Harlequin
0373226063;Bayou Blood Brothers;249;Fiction;metsy hingle;Harlequin
0778320790;"Harvard'S Education";249;Fiction;suzanne brockmann;Mira Books
0385419945;Silicon Snake Oil;249;Computers;clifford stoll;Anchor
0373226144;Familiar Lullaby;249;Fiction;caroline burnes;Harlequin
0373270917;A Game Of Chance;249;Fiction;linda howard;Silhouette
0345450663;Men In Black Ii;249;Fiction;robert gordon;Del Rey
0553250728;Perfect Summer;249;Juvenile Fiction;kate william;Sweet Valley
0373226306;The Forgiven;249;Fiction;amanda stevens;Harlequin
0373790856;Show & Tell;249;Fiction;rhonda nelson;Harlequin
0373245327;Showdown!;249;Fiction;laurie paige;Harlequin
0062502433;Soul;249;Philosophy;phil cousineau;Harpersanfrancisco
0785276149;"Help! I'M Laughing And I Can'T Get Up";248;Humor;charles f. stanley;Nelson Books
0785276149;"Help! I'M Laughing And I Can'T Get Up";248;Humor;liz curtis higgs;Nelson Books
0449206874;One Fine Day The Rabbi Bought A Cross;248;Fiction;harry kemelman;Fawcett Books
0670030600;The Importance Of Being Ernestine;248;Fiction;dorothy cannell;Viking Books
0312694407;The First And Second Discourses;248;Philosophy;roger d. masters;Bedford Books
0373272154;Just A Little Bit Dangerous;248;Fiction;linda castillo;Silhouette
0373226543;Howling In The Darkness;248;Fiction;b. j. daniels;Harlequin
1551665743;"Mackenzie'S Mountain";248;Fiction;linda howard;Mira
0375410287;Driving Over Lemons;248;Social Science;chris stewart;Random House Inc
061911052X;Multimedia Concepts;248;Computers;james e. shuman;Course Technology
0060171316;"Mr. Ives' Christmas";248;Fiction;oscar hijuelos;Harpercollins
0373226071;Nighttime Guardian;248;Fiction;amanda stevens;Harlequin
0373790945;Between The Sheets;248;Fiction;jeanie london;Harlequin
0373226314;"In His Wife'S Name";248;Fiction;joyce sullivan;Harlequin
037324472X;But Not For Me;248;Fiction;annette broadrick;Silhouette
